result_0,idxs_0,citations_0,class_0,result_1,idxs_1,citations_1,class_1,result_2,idxs_2,citations_2,class_2,id,enhanced,top_reason,top_order,enh_html_len,e_0,e_1,e_2,e_3,e_4,enh_html_len_cs
Five courses of FOLFILI plus ramucirumab resulted in stable disease.,[0],"['right HV for colorectal liver metastasis (CRLM). This time, the CRLM had invaded the left HV and IVC, and five courses of FOLFILI plus ramucirumab were given, resulting in stable disease. Due to expected high HV pressure, liver parenchymal transection was']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Five courses of FOLFILI plus ramucirumab resulted in stable disease."",""source_id"":[0]}]}",clinical trial,[1],['Liver Resection Under Total Hepatic Vascular Exclusion with In Situ Hypothermic Isolated Hepatic Perfusion for Advanced Liver Tumors.'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",38767802,"{""enhanced_ver"":""Five courses of FOLFILI plus ramucirumab resulted in stable disease (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes an observed outcome."",""The sentence is about the effectiveness of ramucirumab on colorectal cancer."",""The sentence is specific enough for experts, mentioning the treatment outcome and study type."",""The sentence provides actionable insight for oncologists regarding a treatment approach for colorectal cancer."",""The study type is a clinical trial, which is assigned priority level 1.""]}",,999,108,-1,1,1,1,1,2903
Ramucirumab was associated with the development of nephrotic syndrome in two cases of advanced colorectal cancer.,"[1, 3, 7]","['We report 2: Cases of advanced colorectal cancer that developed nephrotic syndrome after ramucirumab(RAM)administration. Case 1: A 54-year-old woman with rectal cancer, liver and lung metastases, and peritoneal dissemination underwent sigmoid colon', 'The patient received 15 postoperative CAPOX plus bevacizumab(Bev)courses. FOLFIRI plus RAM was introduced as the second-line treatment. After 2 courses, the patient showed marked proteinuria and hypoalbuminemia and was diagnosed with nephrotic syndrome.', 'and V2-receptor antagonists. In both cases, marked proteinuria was observed after shifting to second-line treatment with two RAM administrations. Therefore, monitoring nephrotic syndrome development during the early RAM introduction stage is essential.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab was associated with the development of nephrotic syndrome in two cases of advanced colorectal cancer."",""source_id"":[1,3,7]}]}",Clinical trial,"[0, 1, 6]","['[Cases of Advanced Colorectal Cancer with Nephrotic Syndrome after FOLFIRI plus Ramucirumab Administration].', 'We report 2: Cases of advanced colorectal cancer that developed nephrotic syndrome after ramucirumab(RAM)administration. Case 1: A 54-year-old woman with rectal cancer, liver and lung metastases, and peritoneal dissemination underwent sigmoid colon', 'and V2-receptor antagonists. In both cases, marked proteinuria was observed after shifting to second-line treatment with two RAM administrations. Therefore, monitoring nephrotic syndrome development during the early RAM introduction stage is essential.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""Clinical trial"",""source_id"":[0,1,6]}]}",2,[0],"['We report 2: Cases of advanced colorectal cancer that developed nephrotic syndrome after ramucirumab(RAM)administration. Case 1: A 54-year-old woman with rectal cancer, liver and lung metastases, and peritoneal dissemination underwent sigmoid colon']","{""fieldresult"":[{""name"":""Num participants"",""value"":""2"",""source_id"":[0]}]}",36732986,"{""enhanced_ver"":""Ramucirumab was associated with the development of nephrotic syndrome in two cases of advanced colorectal cancer (clinical trial; 2 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes an adverse event."",""The sentence is specifically about the effectiveness of Ramucirumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, mentioning the adverse event, study type, and number of patients."",""The sentence offers actionable insight for oncologists regarding monitoring nephrotic syndrome during Ramucirumab treatment."",""The study type is a clinical trial with 2 patients, which is level 1.""]}",,999,165,-1,1,1,1,1,3068
The overall response rate was 70% in patients with metastatic colorectal cancer treated with FOLFOXIRI plus ramucirumab.,[7],"['dose level 1. Grade 3 or worse adverse events included neutropenia (70%), hypertension (20%), and febrile neutropenia (10%). No treatment-related death was observed in any cycle. The overall response rate was 70%. CONCLUSION: The RP2D of FOLFOXIRI plus']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The overall response rate was 70% in patients with metastatic colorectal cancer treated with FOLFOXIRI plus ramucirumab."",""source_id"":[7]}]}",Clinical trial,[4],['Phase Ib study of FOLFOXIRI plus ramucirumab as first-line treatment for patients with metastatic colorectal cancer.'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""Clinical trial"",""source_id"":[4]}]}",A total of ten patients were enrolled.,[6],['colorectal cancer (mCRC). Dose-limiting toxicity (DLT) was assessed during the first cycle. RESULTS: A total of ten patients were enrolled. The first four patients received the treatment at dose level 0 (irinotecan 150Â\xa0mg/m2 and fluorouracil'],"{""fieldresult"":[{""name"":""Num participants"",""value"":""A total of ten patients were enrolled."",""source_id"":[6]}]}",32710148,"{""enhanced_ver"":""The overall response rate was 70% in patients with metastatic colorectal cancer treated with FOLFOXIRI plus ramucirumab (clinical trial; 10 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence directly describes the effectiveness of the treatment and does not comment on its absence."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer."",""The sentence includes specific details about the response rate, study type, and number of patients, which are relevant to experts."",""The sentence provides actionable insights for oncologists regarding the response rate in a clinical trial setting."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999,173,-1,1,1,1,1,3241
"Ramucirumab plus merestinib is tolerable and may have clinical benefit in biomarker-unselected, heavily pretreated patients with mCRC.",[1],"['and efficacy. CONCLUSION: Ramucirumab plus merestinib is tolerable and may have clinical benefit in biomarker-unselected, heavily pretreated patients with mCRC.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab plus merestinib is tolerable and may have clinical benefit in biomarker-unselected, heavily pretreated patients with mCRC."",""source_id"":[1]}]}",clinical trial,"[0, 4]","['is of clinical relevance. BACKGROUND: This study evaluated safety, preliminary efficacy, and pharmacokinetics of ramucirumab plus merestinib in patients with MCR previously treated with oxaliplatin and/or irinotecan. METHODS: Open-label phase Ia/b study', 'MCR previously treated with oxaliplatin and/or irinotecan. METHODS: Open-label phase Ia/b study comprising 3+3 dose-limiting toxicity (DLT) observation and expansion parts. Treatment was ramucirumab 8 mg/kg on days 1 and 15 and merestinib 80 mg once daily']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0,4]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",32537847,"{""enhanced_ver"":""Ramucirumab plus merestinib is tolerable and may have clinical benefit in biomarker-unselected, heavily pretreated patients with mCRC (clinical trial; 35 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes the observed benefit."",""The sentence is specifically about the effectiveness of Ramucirumab in Colorectal cancer (mCRC)."",""The sentence is specific enough for experts, including details about patient selection and treatment."",""The sentence offers actionable insights for oncologists regarding the use of Ramucirumab in heavily pretreated mCRC patients."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999,187,-1,1,1,1,1,3428
Ramucirumab could be more effective than bevacizumab in patients with high VEGF-D.,[3],"['suggested ramucirumab and aflibercept could be more effective than bevacizumab in patients with high VEGF-D and high VEGF-A, respectively. JCOG2004 is a three-arm, randomized, phase II study to identify predictive biomarkers for these agents in patients']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab could be more effective than bevacizumab in patients with high VEGF-D."",""source_id"":[3]}]}",clinical trial,"[1, 2, 3]","['randomized, phase II study to identify predictive biomarkers for these agents in patients who have failed first-line treatment. The study will enroll 345 patients from 52 institutions for 2Â\xa0years, with progression-free survival in high VEGF-D', '345 patients from 52 institutions for 2Â\xa0years, with progression-free survival in high VEGF-D (bevacizumab vs ramucirumab) and high VEGF-A (bevacizumab vs aflibercept) serving as the primary end point. Clinical Trial Registration: jRCTs031220058', 'suggested ramucirumab and aflibercept could be more effective than bevacizumab in patients with high VEGF-D and high VEGF-A, respectively. JCOG2004 is a three-arm, randomized, phase II study to identify predictive biomarkers for these agents in patients']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1,2,3]}]}",345 patients,"[0, 1]","['345 patients from 52 institutions for 2Â\xa0years, with progression-free survival in high VEGF-D (bevacizumab vs ramucirumab) and high VEGF-A (bevacizumab vs aflibercept) serving as the primary end point. Clinical Trial Registration: jRCTs031220058', 'randomized, phase II study to identify predictive biomarkers for these agents in patients who have failed first-line treatment. The study will enroll 345 patients from 52 institutions for 2Â\xa0years, with progression-free survival in high VEGF-D']","{""fieldresult"":[{""name"":""Num participants"",""value"":""345 patients"",""source_id"":[0,1]}]}",37584156,"{""enhanced_ver"":""Ramucirumab could be more effective than bevacizumab in patients with high VEGF-D (clinical trial; 345 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the observed effectiveness."",""The sentence is specifically about the effectiveness of ramucirumab in colorectal cancer patients with high VEGF-D."",""The sentence is specific enough for experts, including the study type and number of patients."",""The sentence provides actionable insights for oncologists regarding ramucirumab's potential effectiveness in a specific patient subgroup."",""The study is a clinical trial with more than one patient, which is the highest priority level.""]}","{""id"":20,""decision"":""YES"",""reasoning"":""Result 20 provides a comparison of ramucirumab to bevacizumab in a large trial (345 patients), which is a key insight for treatment selection based on biomarkers.""}",7,136,-1,1,1,1,1,3564
F-RAM as third-line and later-line treatment for mCRC has a poor risk benefit.,[3],"['cost higher ($81,724.8 vs. $18,931.4, p<0.001). CONCLUSION: F-RAM as third-line and later-line treatment for mCRC has a poor risk benefit. TAS-102 should be given priority over F-RAM.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""F-RAM as third-line and later-line treatment for mCRC has a poor risk benefit."",""source_id"":[3]}]}",clinical trial,[1],"['third-line and later-line treatment for metastatic colorectal cancer (mCRC). PATIENTS AND METHODS: We compared the overall survival (OS), adverse events (AEs), and cost of F-RAM to those of trifluridine/tipiracil combination tablet (TAS-102). RESULTS:']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1]}]}",13 patients with colorectal cancer were treated with Ramucirumab in the study,[2],"['months, p=0.888] between the F-RAM (n=13) and the TAS-102 (n=36) groups. However, AEs were more frequent in the F-RAM group, and 1-year administration of F-RAM cost higher ($81,724.8 vs. $18,931.4, p<0.001). CONCLUSION: F-RAM as third-line and later-line']","{""fieldresult"":[{""name"":""Num participants"",""value"":""13 patients with colorectal cancer were treated with Ramucirumab in the study"",""source_id"":[2]}]}",32132063,"{""enhanced_ver"":""F-RAM as third-line and later-line treatment for mCRC has a poor risk benefit (clinical trial; 13 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the risk-benefit assessment."",""The sentence is specifically about the effectiveness of F-RAM (Ramucirumab) on colorectal cancer (mCRC)."",""The sentence is specific enough for experts, mentioning the study type and number of patients."",""The sentence offers actionable insights for oncologists regarding the cost and adverse events of F-RAM compared to TAS-102."",""The study is a clinical trial with 13 patients, which corresponds to priority level 1.""]}",,999,131,-1,1,1,1,1,3695
"Ramucirumab plus triplet chemotherapy may be an alternative regimen in patients with mCRC, particularly as a later-line treatment modality.",[2],"['combination with doublet chemotherapy (8.0 vs 2.9 months, PÂ\xa0=Â\xa0.032). CONCLUSION: Ramucirumab plus triplet chemotherapy may be an alternative regimen in patients with mCRC, particularly as a later-line treatment modality.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab plus triplet chemotherapy may be an alternative regimen in patients with mCRC, particularly as a later-line treatment modality."",""source_id"":[2]}]}",retrospective study,"[0, 1]","['the application of ramucirumab at later-line treatment in real-world practice has not received much discussion. METHODS: In this retrospective study, we enrolled 70 patients with mCRC who received ramucirumab plus chemotherapy at National Taiwan', 'we enrolled 70 patients with mCRC who received ramucirumab plus chemotherapy at National Taiwan University Hospital between 2018 and 2019. RESULTS: Compared with those who received third- or later-line ramucirumab treatment, patients who received']","{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective study"",""source_id"":[0,1]}]}",70 patients with metastatic colorectal cancer (mCRC) received ramucirumab plus chemotherapy.,[1],"['we enrolled 70 patients with mCRC who received ramucirumab plus chemotherapy at National Taiwan University Hospital between 2018 and 2019. RESULTS: Compared with those who received third- or later-line ramucirumab treatment, patients who received']","{""fieldresult"":[{""name"":""Num participants"",""value"":""70 patients with metastatic colorectal cancer (mCRC) received ramucirumab plus chemotherapy."",""source_id"":[1]}]}",35288017,"{""enhanced_ver"":""Ramucirumab plus triplet chemotherapy may be an alternative regimen in patients with mCRC, particularly as a later-line treatment modality (retrospective study; 70 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it directly states the effectiveness conclusion from the study."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer (mCRC)."",""The sentence is specific enough for experts, mentioning the treatment regimen, its use as a later-line modality, and study details."",""The sentence offers actionable insights for oncologists regarding the use of Ramucirumab in later-line treatment for mCRC."",""The study is a retrospective study with 70 patients, which is classified as level 2 priority.""]}",,999,197,-1,1,1,1,2,8703
Ramucirumab is used to treat mCRC patients targeting VEGFR signaling.,[0],"['monoclonal antibodies used to treat mCRC patients, including agents targeting signaling via VEGFR (bevacizumab and ramucirumab), EGFR (cetuximab and panitumumab), HER2/3 target therapy, and immunotherapy agents such as pembrolizumab or nivolumab. Efficacy']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab is used to treat mCRC patients targeting VEGFR signaling."",""source_id"":[0]}]}",clinical trial,"[1, 2, 3]","['treatment outcomes for mCRC population. AREAS COVERED: This review examines the scientific data, pharmacodynamics, and pharmacokinetics of approved monoclonal antibodies used to treat mCRC patients, including agents targeting signaling via VEGFR', 'Pharmacokinetics and pharmacodynamics of approved monoclonal antibody therapy for colorectal cancer.', '(mCRC) treatment. Their mechanism of action and pharmacokinetics are complex but important to understand in order to improve patient selection and treatment outcomes for mCRC population. AREAS COVERED: This review examines the scientific data,']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1,2,3]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",36582117,"{""enhanced_ver"":""Ramucirumab is used to treat mCRC patients targeting VEGFR signaling (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""NO"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it directly states the use of Ramucirumab."",""The sentence is specifically about the effectiveness of Ramucirumab on mCRC, not another condition."",""The sentence is specific enough for experts, mentioning the study type."",""The sentence does not provide actionable insights for practicing oncologists."",""The study type is a clinical trial, which is level 1.""]}",,999,109,-1,1,1,-1,1,7424
The efficacy of ramucirumab in combination with FOLFIRI was similar to that of the global phase 3 RAISE study.,[6],"['of post-marketing surveillance study. The efficacy of ramucirumab in combination with FOLFIRI including irinotecan 150 mg/m2, which is the recommended dose in Japan and is used as initial dose in Japanese clinical practice, was similar to that of the']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The efficacy of ramucirumab in combination with FOLFIRI was similar to that of the global phase 3 RAISE study."",""source_id"":[6]}]}",clinical trial,[0],"['To assess the efficacy and safety of ramucirumab in combination with FOLFIRI in patients with unresectable metastatic colorectal cancer under clinical practice in Japan, we reviewed manuscripts reporting clinical research, including case reports, of']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",34139727,"{""enhanced_ver"":""The efficacy of ramucirumab in combination with FOLFIRI was similar to that of the global phase 3 RAISE study (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly states the observed efficacy."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer."",""The sentence is specific enough for experts, mentioning the study type and the comparison to a known trial."",""The sentence provides actionable insight for oncologists by indicating similar efficacy to a well-known trial."",""The study type is a clinical trial, which is level 1.""]}",,999,150,-1,1,1,1,1,3845
The effectiveness of FOLFIRI + RAM as second-line chemotherapy in patients with mCRC was in line with that reported in the previous RAISE phase III trial.,[4],"['and PB patients, respectively. CONCLUSIONS: The effectiveness of FOLFIRIâ\x80\x89+â\x80\x89RAM as a second-line chemotherapy in patients with mCRC was in line with that reported in the previous RAISE phase III trial. The response was better in bevacizumab-naÃ¯ve']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The effectiveness of FOLFIRI + RAM as second-line chemotherapy in patients with mCRC was in line with that reported in the previous RAISE phase III trial."",""source_id"":[4]}]}",retrospective study,[1],['or routine clinical practice are available. The purpose of this retrospective study was to report the results of FOLFIRI plus RAM treatment as second-line chemotherapy for metastatic colorectal cancer (mCRC). METHODS: Seventy-four patients with mCRC who'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective study"",""source_id"":[1]}]}",74 patients with metastatic colorectal cancer (mCRC) were treated with FOLFIRI plus RAM.,[1],['chemotherapy for metastatic colorectal cancer (mCRC). METHODS: Seventy-four patients with mCRC who received second-line FOLFIRIâ\x80\x89+â\x80\x89RAM mCRC therapy were stratified by previous first-line therapy to groups that had (PB) or had not (NPB) been given'],"{""fieldresult"":[{""name"":""Num participants"",""value"":""74 patients with metastatic colorectal cancer (mCRC) were treated with FOLFIRI plus RAM."",""source_id"":[1]}]}",31065729,"{""enhanced_ver"":""The effectiveness of FOLFIRI + RAM as second-line chemotherapy in patients with mCRC was in line with that reported in the previous RAISE phase III trial (retrospective study; 74 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence is not a meta comment on how the effectiveness was not described in the text."",""The sentence is about the effectiveness of Ramucirumab on Colorectal cancer."",""The sentence is specific enough for experts, mentioning study type and number of patients."",""The sentence offers actionable insights for practicing oncologists regarding the effectiveness of FOLFIRI + RAM in mCRC."",""The study type is a retrospective study, which is classified as level 2.""]}",,999,212,-1,1,1,1,2,8915
"The study explores factors associated with overall treatment continuation with antitumor drugs, including ramucirumab in CRC.","[0, 1]","['Reviewer #1:Â\xa0The authors described the treatment sequences for advanced colorectal cancer (CRC) and the use of ramucirumab in Japan, and to explore factors associated with overall treatment continuation with antitumor drugs.', 'The objectives were to describe treatment sequences for advanced colorectal cancer (CRC), use of second-line FOLFIRI (leucovorin, 5-fluorouracil, irinotecan) plus antiangiogenic drug (bevacizumab, ramucirumab, aflibercept beta) therapy, and the factors']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The study explores factors associated with overall treatment continuation with antitumor drugs, including ramucirumab in CRC."",""source_id"":[0,1]}]}",clinical trial,[0],"['The main strength of this study is the use of an administrative claims database covering a large number of Japanese DPC hospitals, which maximised the number of patients with CRC being treated in clinical practice that could be included in the study.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",33556095,"{""enhanced_ver"":""The study explores factors associated with overall treatment continuation with antitumor drugs, including ramucirumab in CRC (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""NO"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it describes the study's focus."",""The sentence is about the effectiveness of ramucirumab in CRC, not another condition."",""The sentence is specific enough for experts, mentioning the study type."",""The sentence does not provide actionable insights for oncologists."",""The study is a clinical trial, which is level 1.""]}",,999,165,-1,1,1,-1,1,7589
"Ramucirumab, when combined with FOLFIRI, showed improved overall survival (OS) and progression-free survival (PFS) in patients with metastatic colorectal cancer (mCRC).","[2, 3, 8]","['After a median follow-up of 21.7 mo, OS was significantly longer in the ramucirumab group than the placebo group (13.3 mo vs 11.7 mo; HR 0.844; 95%CI: 0.730â\x80\x930.976; P = 0.0219). An improved PFS also was detected in patients receiving ramucirumab (5.7 mo', 'P = 0.0219). An improved PFS also was detected in patients receiving ramucirumab (5.7 mo vs 4.5 mo; HR 0.793; 95%CI: 0.697-0.903; P = 0.0005). The survival benefit was consistent across all patient subgroups that received ramucirumab plus FOLFIRI.', 'In a prospective biomarker analysis of the RAISE trial, the efficacy of ramucirumab was compared with pretreatment plasma levels of several angiogenic cytokines. In particular, ramucirumab plus FOLFIRI therapy was found to be more beneficial in patients']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab, when combined with FOLFIRI, showed improved overall survival (OS) and progression-free survival (PFS) in patients with metastatic colorectal cancer (mCRC)."",""source_id"":[2,3,8]}]}",clinical trial,[0],"['The multicenter, randomized, double-blind, phase III RAISE trial compared the effectiveness of ramucirumab versus placebo, both in combination with second-line FOLFIRI regimen. The study included patients with mCRC who developed disease progression within']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",30815371,"{""enhanced_ver"":""Ramucirumab, when combined with FOLFIRI, showed improved overall survival (OS) and progression-free survival (PFS) in patients with metastatic colorectal cancer (mCRC) (clinical trial; 410 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence clearly describes the effectiveness of ramucirumab and does not suggest it was not described in the text."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer, not another condition."",""The sentence is detailed enough for experts, including survival metrics and study type."",""The sentence provides actionable insights for oncologists regarding treatment options for mCRC."",""The study is a clinical trial with more than one patient, which is the highest priority level.""]}","{""id"":23,""decision"":""YES"",""reasoning"":""Result 23 provides a detailed clinical trial result (410 patients) showing improved OS and PFS with ramucirumab plus FOLFIRI, which is a strong and actionable insight.""}",8,222,-1,1,1,1,1,4067
"Ramucirumab-containing chemotherapy was associated with better survival in colorectal NEC, though FOLFIRI plus ramucirumab is not necessarily superior to other treatments with targeted therapy.","[1, 3, 4]","['nonâ\x80\x90RAM group. This implies that RAMâ\x80\x90containing chemotherapy prolongs OS and PFS; however, this tendency differs between patients with gastric NEC and those with colorectal NEC. In colorectal NEC, FOLFIRI plus ramucirumab is not necessarily superior,', 'those with colorectal NEC. In colorectal NEC, FOLFIRI plus ramucirumab is not necessarily superior, as other treatments with targeted therapy also demonstrate similar efficacy.', 'patients with colorectal NEC in the RAM group were treated with regimens such as FOLFIRI plus RAM, which was the standard secondâ\x80\x90line treatment for colorectal adenocarcinoma. Only one patient with colorectal NEC received paclitaxel plus RAM. The']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab-containing chemotherapy was associated with better survival in colorectal NEC, though FOLFIRI plus ramucirumab is not necessarily superior to other treatments with targeted therapy."",""source_id"":[1,3,4]}]}",clinical trial,"[0, 1, 3]","['In this study, we assessed the clinical outcomes of RAMâ\x80\x90containing chemotherapy versus nonâ\x80\x90RAM regimens in patients with refractory or platinumâ\x80\x90intolerant gastric or colorectal NEC. This study demonstrated that RAMâ\x80\x90containing chemotherapy as a', 'effective following platinumâ\x80\x90based regimens remains unclear. In this study, the authors compared clinical outcomes between NEC patients who received secondâ\x80\x90 or laterâ\x80\x90line treatments either with or without the angiogenesis inhibitor ramucirumab.', 'of our knowledge, this is the first study to evaluate the efficacy of RAMâ\x80\x90containing chemotherapy for GIâ\x80\x90NEC in a multicenter collaborative study involving a large number of patients (TableÂ\xa0S6).']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0,1,3]}]}",10 patients with colorectal cancer are treated with ramucirumab in the study,[6],"['the nonâ\x80\x90RAM group. Oneâ\x80\x90hundred patients diagnosed with NEC by central pathological review were studied. The RAM and nonâ\x80\x90RAM groups included 44 (gastric/colorectal cancer, 34/10) and 56 (37/19) patients, respectively. In the RAM group, 68% of']","{""fieldresult"":[{""name"":""Num participants"",""value"":""10 patients with colorectal cancer are treated with ramucirumab in the study"",""source_id"":[6]}]}",40699213,"{""enhanced_ver"":""Ramucirumab-containing chemotherapy was associated with better survival in colorectal NEC, though FOLFIRI plus ramucirumab is not necessarily superior to other treatments with targeted therapy (clinical trial; 10 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence is not a meta comment on how the effectiveness was not described in the text; it directly describes the observed outcome."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, including details about treatment comparisons and study type."",""The sentence offers actionable insights for oncologists regarding ramucirumab use in colorectal NEC, even though the result is from a clinical trial."",""The study type is a clinical trial with more than one patient, which is level 1.""]}",,999,246,-1,1,1,1,1,4313
"The study indicated that ramucirumab plus FOLFIRI has a high incidence of adverse events, with 100% of patients experiencing AEs, and 29.4% discontinuing treatment due to AEs.",[9],"['reason for treatment discontinuation in both groups. Twelve (18.2%) and 5 (29.4%) patients in the bevacizumab plus FOLFIRI and ramucirumab plus FOLFIRI groups, respectively, discontinued treatment due to AEs. The most common AEs leading to discontinuation']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The study indicated that ramucirumab plus FOLFIRI has a high incidence of adverse events, with 100% of patients experiencing AEs, and 29.4% discontinuing treatment due to AEs."",""source_id"":[9]}]}",Clinical trial,"[0, 3, 4]","['[Comparative Safety Assessment of Ramucirumab plus FOLFIRI and Bevacizumab plus FOLFIRI in Second- and Later-Line Treatment in Japanese Patients with Metastatic Colorectal Carcinoma].', 'study, we evaluated the safety of bevacizumab plus FOLFIRI with that of ramucirumab plus FOLFIRI in second- and later-line treatment in Japanese patients with metastatic colorectal carcinoma. Patients who received ramucirumab or bevacizumab as a second-', 'The addition of anti-angiogenic agents to cytotoxic agents to improve outcomes has become the standard treatment for metastatic colorectal carcinoma. In this study, we evaluated the safety of bevacizumab plus FOLFIRI with that of ramucirumab plus FOLFIRI']","{""fieldresult"":[{""name"":""Type of study"",""value"":""Clinical trial"",""source_id"":[0,3,4]}]}",17 patients,[1],"['2020 were included. Treatment regimens, body surface area, dosage, number of treatment courses, and adverse events( AEs) were evaluated. There were 66 and 17 patients in the bevacizumab plus FOLFIRI and ramucirumab plus FOLFIRI groups, respectively. All']","{""fieldresult"":[{""name"":""Num participants"",""value"":""17 patients"",""source_id"":[1]}]}",35799397,"{""enhanced_ver"":""The study indicated that ramucirumab plus FOLFIRI has a high incidence of adverse events, with 100% of patients experiencing AEs, and 29.4% discontinuing treatment due to AEs (Clinical trial; 17 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it describes the adverse events observed."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer, not another condition."",""The sentence is specific enough for experts, including details on AEs and discontinuation rates."",""The sentence provides actionable insights for oncologists regarding the safety profile of ramucirumab plus FOLFIRI."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999,228,-1,1,1,1,1,4541
